"d_nutr","d_cm","d_satt","d_educ","d_elct","d_sani","d_wtr","d_hsg","d_ckfl","d_asst","area","region","stratum","psu","weight","year","t"
0,0,1,1,0,0,0,0,0,0,"1","20",2005,2005001,1,2018.5,2
0,0,0,1,0,0,0,1,0,1,"0","4",401,401005,1,2018.5,2
0,0,0,0,0,0,1,1,0,1,"1","2",203,203002,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"1","10",1001,1001005,1,2018.5,2
0,0,1,1,1,1,0,1,0,0,"0","6",602,602002,1,2018.5,2
0,0,0,0,0,1,0,1,0,0,"1","13",1304,1304001,1,2018.5,2
1,0,0,0,0,0,0,1,0,1,"1","14",1401,1401000,1,2018.5,2
0,0,0,0,1,0,1,0,0,1,"1","12",1204,1204001,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"0","7",701,701002,1,2018.5,2
1,0,0,1,0,0,0,0,1,0,"1","10",1002,1002003,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","13",1304,1304004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","12",1202,1202001,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","17",1701,1701001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","9",903,903004,1,2018.5,2
0,0,1,0,1,0,0,0,1,0,"1","1",100,100003,1,2018.5,2
0,0,1,1,0,0,0,1,0,0,"1","6",603,603005,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"0","16",1604,1604003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","10",1003,1003003,1,2018.5,2
0,0,1,0,0,0,0,1,0,1,"0","8",800,800002,1,2018.5,2
1,1,0,0,1,0,0,0,1,1,"1","19",1900,1900004,1,2018.5,2
0,0,1,0,0,0,1,0,0,0,"1","7",702,702004,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","16",1602,1602005,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","4",401,401004,1,2018.5,2
0,0,0,0,0,0,0,1,1,0,"1","11",1102,1102002,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","4",405,405002,1,2018.5,2
0,0,1,1,0,0,1,0,0,0,"1","12",1202,1202004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","13",1303,1303001,1,2018.5,2
0,0,1,0,0,1,0,1,1,0,"0","17",1700,1700004,1,2018.5,2
1,0,1,0,0,0,0,0,0,0,"0","11",1103,1103002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","2",205,205004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","9",902,902005,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","15",1503,1503002,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","3",305,305002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","2",203,203003,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"1","3",302,302003,1,2018.5,2
1,0,0,0,1,0,1,1,0,1,"1","1",103,103002,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"0","11",1101,1101003,1,2018.5,2
1,0,0,1,0,1,0,0,0,0,"1","20",2002,2002003,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"1","17",1702,1702004,1,2018.5,2
1,0,1,0,0,0,0,1,0,0,"0","18",1800,1800002,1,2018.5,2
0,0,1,0,0,0,0,1,1,0,"1","8",803,803005,1,2018.5,2
1,0,0,0,0,1,0,0,0,0,"1","15",1500,1500002,1,2018.5,2
0,0,0,1,1,1,0,0,0,0,"0","8",800,8e+05,1,2018.5,2
1,0,0,0,0,1,1,0,0,0,"1","20",2003,2003004,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"1","11",1104,1104002,1,2018.5,2
1,0,0,1,0,0,1,1,0,0,"1","5",505,505003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","16",1604,1604000,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"0","5",500,500003,1,2018.5,2
0,0,0,0,0,0,1,1,0,0,"1","5",503,503000,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","9",905,905004,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","4",403,403003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","15",1503,1503001,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"0","17",1702,1702001,1,2018.5,2
1,0,0,1,0,0,1,0,0,0,"1","13",1305,1305003,1,2018.5,2
1,0,0,1,0,0,0,0,0,1,"0","1",101,101003,1,2018.5,2
0,0,0,1,0,0,0,0,0,1,"0","8",804,804005,1,2018.5,2
0,0,1,1,1,1,0,0,0,0,"1","6",600,600004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","2",201,201004,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","15",1505,1505001,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"1","14",1404,1404001,1,2018.5,2
0,0,0,0,1,1,1,1,0,0,"1","12",1201,1201005,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"0","17",1701,1701004,1,2018.5,2
0,1,0,0,0,0,0,1,0,0,"0","3",300,300004,1,2018.5,2
0,0,0,0,1,1,0,0,0,1,"1","5",502,502001,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","5",504,504002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","1",103,103001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","1",102,102003,1,2018.5,2
1,0,1,1,0,0,0,0,1,1,"1","14",1401,1401004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","1",101,101004,1,2018.5,2
0,0,0,0,1,0,0,0,1,0,"1","5",504,504001,1,2018.5,2
0,0,1,1,1,0,0,0,0,0,"1","6",600,600001,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"0","9",901,901001,1,2018.5,2
0,0,0,1,0,0,0,1,0,1,"0","19",1901,1901003,1,2018.5,2
0,0,1,0,0,1,1,1,0,1,"1","11",1101,1101003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","11",1100,1100003,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","6",602,602003,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","16",1605,1605003,1,2018.5,2
1,0,1,0,0,0,0,0,1,0,"0","13",1302,1302000,1,2018.5,2
0,0,1,0,0,0,0,0,1,0,"1","11",1101,1101002,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"0","10",1001,1001004,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","6",603,603005,1,2018.5,2
0,0,1,0,1,0,0,0,0,1,"1","6",604,604001,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","7",701,701001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","1",101,101004,1,2018.5,2
0,0,0,0,0,0,0,1,1,0,"1","8",804,804000,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","14",1401,1401004,1,2018.5,2
0,0,1,0,1,0,0,1,0,0,"1","3",301,301005,1,2018.5,2
0,0,0,0,1,1,0,1,1,0,"1","16",1601,1601000,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","1",101,101003,1,2018.5,2
1,0,0,0,1,0,0,1,0,0,"1","7",703,703000,1,2018.5,2
0,0,1,0,0,0,0,0,1,0,"1","10",1003,1003004,1,2018.5,2
1,0,0,1,0,0,1,0,0,1,"1","3",301,301005,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","7",704,704005,1,2018.5,2
1,1,1,1,1,0,0,0,0,0,"0","4",401,401003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","19",1903,1903000,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","11",1103,1103005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","7",702,702005,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"0","6",603,603004,1,2018.5,2
0,0,1,1,1,0,0,0,0,0,"1","16",1600,1600001,1,2018.5,2
1,0,1,0,0,0,0,0,1,0,"0","6",602,602003,1,2018.5,2
0,0,0,0,0,1,0,1,0,1,"1","12",1201,1201004,1,2018.5,2
0,0,0,1,1,0,0,1,0,0,"1","9",903,903004,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","1",101,101005,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","6",605,605004,1,2018.5,2
1,0,1,1,1,0,0,0,0,0,"1","19",1902,1902002,1,2018.5,2
0,0,1,0,0,1,0,0,0,1,"1","2",201,201004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","6",601,601003,1,2018.5,2
0,0,0,1,1,1,0,0,0,0,"1","11",1102,1102003,1,2018.5,2
0,0,0,1,0,1,0,0,0,0,"0","4",404,404002,1,2018.5,2
1,0,1,0,1,0,0,1,0,0,"1","17",1703,1703002,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"1","9",905,905003,1,2018.5,2
1,0,0,0,1,0,1,1,0,0,"0","4",403,403001,1,2018.5,2
1,0,0,0,0,0,0,0,1,0,"0","6",604,604004,1,2018.5,2
0,1,0,0,0,0,0,0,0,0,"1","19",1902,1902001,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","17",1700,1700002,1,2018.5,2
0,0,1,0,1,0,1,0,1,0,"0","1",102,102001,1,2018.5,2
0,0,0,0,1,0,1,1,0,1,"0","20",2005,2005002,1,2018.5,2
0,0,0,0,0,0,1,0,0,1,"1","13",1303,1303002,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"1","7",703,703003,1,2018.5,2
1,0,1,0,1,0,0,1,0,0,"0","20",2004,2004000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","8",801,801003,1,2018.5,2
1,0,0,0,0,0,0,1,1,0,"0","16",1603,1603001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","14",1400,1400004,1,2018.5,2
0,0,0,1,0,0,0,0,0,1,"0","16",1601,1601005,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"0","19",1901,1901002,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","13",1302,1302003,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"1","7",704,704002,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"1","16",1601,1601004,1,2018.5,2
1,0,1,0,1,0,0,0,0,0,"1","4",403,403004,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"1","11",1104,1104002,1,2018.5,2
0,1,0,0,1,0,0,1,0,0,"1","10",1004,1004001,1,2018.5,2
0,0,0,0,0,0,1,0,0,1,"1","13",1304,1304004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","1",102,102000,1,2018.5,2
1,0,0,0,0,0,1,1,0,0,"1","17",1703,1703003,1,2018.5,2
1,1,0,0,1,0,1,0,0,0,"1","20",2002,2002002,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","6",601,601001,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"0","3",304,304002,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"0","13",1301,1301001,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","12",1201,1201005,1,2018.5,2
1,0,1,1,0,0,1,1,0,0,"1","1",101,101005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","3",304,304002,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","13",1305,1305001,1,2018.5,2
0,0,1,0,0,0,0,1,1,1,"1","12",1202,1202000,1,2018.5,2
0,0,1,0,0,0,1,0,0,0,"1","11",1104,1104000,1,2018.5,2
0,0,1,0,1,1,0,0,1,0,"1","5",504,504002,1,2018.5,2
1,0,1,1,0,0,0,0,0,0,"1","6",604,604002,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"0","7",704,704001,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","18",1802,1802003,1,2018.5,2
1,0,0,0,0,1,0,1,0,0,"0","10",1001,1001003,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","7",701,701000,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","7",702,702002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","8",802,802001,1,2018.5,2
0,0,1,0,1,0,0,0,0,1,"1","9",903,903004,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"0","19",1904,1904003,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","12",1203,1203003,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","12",1204,1204004,1,2018.5,2
1,0,0,0,1,0,0,0,0,1,"0","20",2000,2000004,1,2018.5,2
0,1,0,0,1,0,0,0,0,0,"0","4",400,400001,1,2018.5,2
0,0,0,1,1,0,1,1,0,0,"0","14",1402,1402003,1,2018.5,2
0,0,1,1,1,1,0,0,0,0,"0","8",801,801005,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"1","9",902,902005,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","15",1503,1503001,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"1","3",301,301005,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","9",904,904004,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"1","6",604,604002,1,2018.5,2
1,0,0,1,0,0,1,0,0,1,"0","14",1401,1401001,1,2018.5,2
0,0,1,0,0,0,0,1,1,1,"1","16",1600,1600001,1,2018.5,2
1,0,1,0,0,0,0,1,0,0,"1","14",1400,1400003,1,2018.5,2
0,1,1,0,1,0,0,0,0,0,"0","4",403,403003,1,2018.5,2
0,0,0,0,1,0,0,0,1,1,"1","14",1401,1401001,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"0","7",704,704000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","16",1600,1600003,1,2018.5,2
0,0,0,0,1,0,1,1,0,1,"0","15",1503,1503004,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"0","11",1100,1100001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","2",201,201003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","6",601,601003,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","17",1704,1704003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","17",1704,1704003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","6",604,604003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","6",604,604001,1,2018.5,2
0,0,0,0,1,1,1,1,0,0,"0","10",1005,1005002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","11",1102,1102000,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","7",701,701002,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","11",1102,1102002,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","18",1802,1802003,1,2018.5,2
1,0,1,0,0,0,1,0,0,0,"1","10",1004,1004004,1,2018.5,2
0,1,1,1,0,0,0,0,0,0,"1","12",1201,1201004,1,2018.5,2
0,0,0,0,0,0,1,0,0,1,"0","2",205,205004,1,2018.5,2
0,0,0,1,1,0,1,1,0,0,"0","19",1902,1902002,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","13",1303,1303004,1,2018.5,2
0,0,0,1,0,0,0,0,0,1,"1","19",1902,1902005,1,2018.5,2
1,0,0,0,0,1,0,0,0,0,"0","9",904,904001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","8",803,803002,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","15",1505,1505001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","13",1302,1302002,1,2018.5,2
0,0,1,0,0,1,0,0,0,1,"0","18",1803,1803003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","1",101,101004,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"0","2",204,204003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","8",800,800002,1,2018.5,2
0,0,1,1,0,1,0,1,0,0,"1","8",801,801002,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","4",404,404001,1,2018.5,2
0,0,0,1,1,0,1,0,0,1,"0","3",303,303003,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"1","20",2003,2003001,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"1","11",1101,1101003,1,2018.5,2
0,0,1,0,0,0,1,0,0,0,"0","11",1102,1102003,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","15",1502,1502004,1,2018.5,2
0,0,0,0,1,1,0,1,0,1,"1","6",603,603003,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","1",101,101003,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","19",1900,1900002,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","15",1503,1503004,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"1","18",1803,1803002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","18",1802,1802003,1,2018.5,2
0,0,1,1,1,0,0,1,0,0,"0","5",503,503001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","6",604,604004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","16",1600,1600002,1,2018.5,2
1,0,0,0,0,1,1,0,0,1,"1","12",1205,1205004,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","12",1203,1203000,1,2018.5,2
0,0,0,0,0,1,0,1,0,0,"1","8",804,804003,1,2018.5,2
1,0,1,0,0,1,0,0,0,0,"1","16",1602,1602002,1,2018.5,2
0,0,1,0,0,0,1,0,0,1,"1","11",1101,1101004,1,2018.5,2
0,0,1,0,0,0,0,0,1,1,"1","17",1701,1701000,1,2018.5,2
0,0,0,0,1,0,1,1,0,0,"1","14",1403,1403001,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","6",602,602002,1,2018.5,2
0,1,0,1,0,0,0,0,0,0,"0","18",1800,1800005,1,2018.5,2
0,1,0,0,0,0,1,0,0,0,"0","9",903,903001,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","13",1303,1303000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","1",104,104002,1,2018.5,2
1,0,0,1,0,0,0,0,0,0,"1","5",502,502002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","3",304,304004,1,2018.5,2
0,0,0,0,0,0,0,1,1,0,"1","17",1701,1701002,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"1","17",1703,1703005,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","8",802,802005,1,2018.5,2
0,0,1,1,0,0,0,1,1,0,"1","15",1504,1504000,1,2018.5,2
1,0,0,0,0,1,0,1,0,0,"1","17",1700,1700003,1,2018.5,2
0,0,0,1,1,0,0,1,0,0,"1","6",605,605001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","15",1501,1501000,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","18",1803,1803004,1,2018.5,2
0,0,1,1,0,0,0,1,1,1,"1","18",1805,1805002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","14",1402,1402005,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","9",904,904003,1,2018.5,2
1,0,1,0,0,0,0,0,1,0,"1","12",1201,1201001,1,2018.5,2
1,0,0,1,0,0,0,0,0,0,"0","8",804,804003,1,2018.5,2
0,0,1,1,0,0,1,0,0,1,"1","3",305,305004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","17",1702,1702002,1,2018.5,2
0,0,1,0,0,0,1,1,0,0,"1","10",1004,1004005,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","14",1405,1405003,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"0","16",1602,1602000,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","13",1301,1301003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","3",301,301002,1,2018.5,2
0,0,1,0,1,0,0,0,1,0,"1","9",903,903001,1,2018.5,2
0,0,0,0,0,0,1,0,0,1,"1","16",1604,1604002,1,2018.5,2
0,1,0,0,0,0,0,0,1,0,"0","11",1105,1105001,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","10",1004,1004003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","1",103,103004,1,2018.5,2
0,0,1,0,0,0,1,1,0,0,"1","12",1203,1203003,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"0","18",1801,1801001,1,2018.5,2
0,0,0,1,0,1,0,0,0,0,"1","10",1004,1004004,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"1","10",1002,1002002,1,2018.5,2
0,0,0,1,0,0,0,0,0,1,"0","8",804,804000,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"0","11",1100,1100004,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"1","2",202,202003,1,2018.5,2
0,0,1,0,0,0,0,0,1,0,"1","9",902,902003,1,2018.5,2
1,0,0,1,1,0,0,1,0,0,"1","13",1302,1302003,1,2018.5,2
0,0,0,0,0,1,0,1,0,1,"0","11",1102,1102000,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","6",605,605000,1,2018.5,2
0,0,1,0,0,1,1,0,0,0,"1","20",2002,2002002,1,2018.5,2
0,0,0,0,0,0,1,0,1,0,"0","3",303,303002,1,2018.5,2
0,0,0,0,1,1,0,1,0,0,"1","19",1903,1903000,1,2018.5,2
0,0,0,0,0,0,0,0,1,1,"1","7",702,702002,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"1","15",1501,1501002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","20",2003,2003001,1,2018.5,2
0,0,0,0,1,1,0,1,0,1,"1","13",1301,1301001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","4",403,403004,1,2018.5,2
0,1,0,0,1,0,1,0,0,1,"0","6",605,605002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","18",1805,1805002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","16",1603,1603001,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","13",1301,1301002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","15",1503,1503003,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"1","1",105,105003,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","8",803,803003,1,2018.5,2
0,0,0,0,1,0,0,0,1,0,"0","14",1404,1404003,1,2018.5,2
0,0,1,0,0,0,0,1,0,1,"0","18",1804,1804004,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","16",1601,1601003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","15",1504,1504000,1,2018.5,2
0,0,0,1,0,0,1,1,0,0,"0","15",1501,1501004,1,2018.5,2
0,0,0,1,0,0,1,0,0,1,"0","17",1703,1703005,1,2018.5,2
0,0,0,1,0,0,1,1,0,1,"1","16",1600,1600004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","3",303,303003,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","19",1900,1900004,1,2018.5,2
0,0,1,1,0,0,1,1,1,0,"1","3",303,303003,1,2018.5,2
0,1,0,0,0,0,0,0,0,0,"1","11",1101,1101000,1,2018.5,2
0,0,0,0,0,1,0,1,0,1,"1","18",1804,1804004,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"1","13",1304,1304005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","17",1703,1703000,1,2018.5,2
0,0,1,0,1,0,1,1,0,0,"1","19",1905,1905000,1,2018.5,2
1,0,0,0,0,0,1,1,1,1,"0","2",202,202002,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"1","19",1901,1901001,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","3",300,300001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","20",2003,2003004,1,2018.5,2
0,0,0,1,0,0,0,0,1,0,"1","6",605,605000,1,2018.5,2
0,0,0,1,0,1,0,0,1,1,"0","16",1603,1603004,1,2018.5,2
1,0,1,0,0,0,0,0,0,1,"1","14",1403,1403005,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","16",1602,1602004,1,2018.5,2
0,0,0,0,0,0,1,0,1,0,"1","12",1203,1203004,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"0","8",802,802005,1,2018.5,2
0,0,1,0,0,0,1,0,0,0,"1","8",802,802002,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","10",1004,1004002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","6",605,605000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","7",704,704004,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"1","4",402,402003,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"0","16",1600,1600002,1,2018.5,2
0,0,0,0,1,0,0,0,1,0,"0","20",2000,2000002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","11",1104,1104000,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","2",203,203000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","15",1503,1503003,1,2018.5,2
0,0,1,1,0,0,0,1,0,0,"0","19",1902,1902003,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","5",505,505003,1,2018.5,2
1,0,0,0,0,0,0,0,1,0,"1","6",602,602005,1,2018.5,2
0,0,0,0,1,0,1,1,0,1,"1","3",302,302004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","14",1401,1401002,1,2018.5,2
1,0,1,1,0,1,1,1,0,0,"1","14",1403,1403001,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","8",803,803003,1,2018.5,2
0,0,0,0,0,1,1,0,0,0,"0","18",1802,1802001,1,2018.5,2
1,0,1,0,0,0,0,0,0,0,"1","13",1301,1301003,1,2018.5,2
1,0,1,0,0,0,1,0,0,1,"1","7",701,701001,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"0","13",1304,1304004,1,2018.5,2
0,0,1,0,1,0,0,0,0,1,"1","14",1405,1405005,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"1","8",802,802001,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","10",1000,1000002,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","14",1404,1404004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","8",801,801002,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","15",1504,1504004,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"0","12",1205,1205001,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"0","1",102,102001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","2",202,202001,1,2018.5,2
1,0,0,0,1,0,0,1,0,0,"1","18",1800,1800003,1,2018.5,2
0,0,0,0,0,1,0,0,0,1,"0","17",1701,1701003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","9",902,902004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","6",602,602002,1,2018.5,2
0,0,0,0,0,0,0,0,1,1,"1","17",1701,1701001,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"1","14",1400,1400002,1,2018.5,2
0,0,0,0,0,1,0,1,0,0,"1","10",1004,1004000,1,2018.5,2
1,0,0,1,1,0,0,0,0,0,"1","16",1603,1603002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","19",1902,1902001,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","17",1703,1703000,1,2018.5,2
0,1,0,0,0,0,0,1,0,0,"0","16",1605,1605005,1,2018.5,2
